type,system_code,system_term,system_defenition,system_display
DischargeDisposition,rehab,Rehabilitation,The patient was discharged and is to receive post acute care rehabilitation services.,http://terminology.hl7.org/CodeSystem/discharge-disposition
DischargeDisposition,snf,Skilled nursing facility,The patient has been discharged to a skilled nursing facility for the patient to receive additional care.,http://terminology.hl7.org/CodeSystem/discharge-disposition
DischargeDisposition,oth,Other,The discharge disposition has not otherwise defined.,http://terminology.hl7.org/CodeSystem/discharge-disposition
SpecialArrangements,wheel,Wheelchair,The patient requires a wheelchair to be made available for the encounter.,http://terminology.hl7.org/CodeSystem/encounter-special-arrangements
SpecialArrangements,add-bed,Additional bedding,"An additional bed made available for a person accompanying the patient, for example a parent accompanying a child.",http://terminology.hl7.org/CodeSystem/encounter-special-arrangements
SpecialArrangements,int,Interpreter,The patient is not fluent in the local language and requires an interpreter to be available. Refer to the Patient.Language property for the type of interpreter required.,http://terminology.hl7.org/CodeSystem/encounter-special-arrangements
SpecialArrangements,att,Attendant,A person who accompanies a patient to provide assistive services necessary for the patient's care during the encounter.,http://terminology.hl7.org/CodeSystem/encounter-special-arrangements
SpecialArrangements,dog,Guide dog,The patient has a guide dog and the location used for the encounter should be able to support the presence of the service animal.,http://terminology.hl7.org/CodeSystem/encounter-special-arrangements
ProvenanceParticipantType,enterer,Enterer,"An agent entering the data into the originating system, such as a scribe or transcriptionist.",http://terminology.hl7.org/CodeSystem/provenance-participant-type
ProvenanceParticipantType,performer,Performer,An agent that who actually and principally carries out the activity,http://terminology.hl7.org/CodeSystem/provenance-participant-type
ProvenanceParticipantType,author,Author,"An agent that originates, or significant changes to, the entity and therefore has responsibility for the information given in the entity",http://terminology.hl7.org/CodeSystem/provenance-participant-type
ProvenanceParticipantType,verifier,Verifier,An agent who verifies the correctness and appropriateness of activity,http://terminology.hl7.org/CodeSystem/provenance-participant-type
ProvenanceParticipantType,attester,Attester,An agent (verifier) who attests to the accuracy of the entity,http://terminology.hl7.org/CodeSystem/provenance-participant-type
ProvenanceParticipantType,informant,Informant,An agent who reported information that contributed to the entity,http://terminology.hl7.org/CodeSystem/provenance-participant-type
ProvenanceParticipantType,custodian,Custodian,The entity that is accountable for maintaining a true an accurate copy of the original record,http://terminology.hl7.org/CodeSystem/provenance-participant-type
ProvenanceParticipantType,assembler,Assembler,A device that operates independently of an author using algorithms for data extraction of existing information for purpose of generating a new entity.,http://terminology.hl7.org/CodeSystem/provenance-participant-type
ProvenanceParticipantType,composer,Composer,"A device used by an author to record new information, which may also be used by the author to select existing information for aggregation with newly recorded information for the purpose of generating a new entity.",http://terminology.hl7.org/CodeSystem/provenance-participant-type
EncounterType,ADMS,Annual diabetes mellitus screening,,http://terminology.hl7.org/CodeSystem/encounter-type
EncounterType,BD/BM-clin,Bone drilling/bone marrow punction in clinic,,http://terminology.hl7.org/CodeSystem/encounter-type
EncounterType,CCS60,Infant colon screening - 60 minutes,,http://terminology.hl7.org/CodeSystem/encounter-type
EncounterType,OKI,Outpatient Kenacort injection,,http://terminology.hl7.org/CodeSystem/encounter-type
MaritalStatus,A,Annulled,Marriage contract has been declared null and to not have existed,http://terminology.hl7.org/CodeSystem/v3-MaritalStatus
MaritalStatus,D,Divorced,Marriage contract has been declared dissolved and inactive,http://terminology.hl7.org/CodeSystem/v3-MaritalStatus
MaritalStatus,I,Interlocutory,Subject to an Interlocutory Decree.,http://terminology.hl7.org/CodeSystem/v3-MaritalStatus
MaritalStatus,L,Legally Separated,,http://terminology.hl7.org/CodeSystem/v3-MaritalStatus
MaritalStatus,M,Married,A current marriage contract is active,http://terminology.hl7.org/CodeSystem/v3-MaritalStatus
MaritalStatus,P,Polygamous,More than 1 current spouse,http://terminology.hl7.org/CodeSystem/v3-MaritalStatus
MaritalStatus,T,Domestic partner,Person declares that a domestic partner relationship exists.,http://terminology.hl7.org/CodeSystem/v3-MaritalStatus
MaritalStatus,U,unmarried,Currently not in a marriage contract.,http://terminology.hl7.org/CodeSystem/v3-MaritalStatus
MaritalStatus,W,Widowed,The spouse has died,http://terminology.hl7.org/CodeSystem/v3-MaritalStatus
MedicationUsageAdministrationLocationCodes,inpatient,Inpatient,Includes orders for medications to be administered or consumed in an inpatient or acute care setting,http://terminology.hl7.org/CodeSystem/medication-usage-admin-location
MedicationUsageAdministrationLocationCodes,outpatient,Outpatient,"Includes orders for medications to be administered or consumed in an outpatient setting (for example, Emergency Department, Outpatient Clinic, Outpatient Surgery, Doctor's office)",http://terminology.hl7.org/CodeSystem/medication-usage-admin-location
MedicationUsageAdministrationLocationCodes,community,Community,"Includes orders for medications to be administered or consumed by the patient in their home (this would include long term care or nursing homes, hospices, etc.).",http://terminology.hl7.org/CodeSystem/medication-usage-admin-location
MedicationRequest_Administration_Location_Codes,inpatient,Inpatient,Includes requests for medications to be administered or consumed in an inpatient or acute care setting,http://terminology.hl7.org/CodeSystem/medicationrequest-admin-location
MedicationRequest_Administration_Location_Codes,outpatient,Outpatient,"Includes requests for medications to be administered or consumed in an outpatient setting (for example, Emergency Department, Outpatient Clinic, Outpatient Surgery, Doctor's office)",http://terminology.hl7.org/CodeSystem/medicationrequest-admin-location
MedicationRequest_Administration_Location_Codes,community,Community,"Includes requests for medications to be administered or consumed by the patient in their home (this would include long term care or nursing homes, hospices, etc.)",http://terminology.hl7.org/CodeSystem/medicationrequest-admin-location
AppointmentCancellationReason,pat,Patient,,http://terminology.hl7.org/CodeSystem/appointment-cancellation-reason
AppointmentCancellationReason,prov,Provider,,http://terminology.hl7.org/CodeSystem/appointment-cancellation-reason
AppointmentCancellationReason,maint,Equipment Maintenance/Repair,,http://terminology.hl7.org/CodeSystem/appointment-cancellation-reason
AppointmentCancellationReason,meds-inc,Prep/Med Incomplete,,http://terminology.hl7.org/CodeSystem/appointment-cancellation-reason
AppointmentCancellationReason,other,Other,,http://terminology.hl7.org/CodeSystem/appointment-cancellation-reason
ObservationValue,_ActCoverageAssessmentObservationValue,ActCoverageAssessmentObservationValue,"Codes specify the category of observation, evidence, or document used to assess for services, e.g., discharge planning, or to establish eligibility for coverage under a policy or program. The type of evidence is coded as observation values.",http://terminology.hl7.org/CodeSystem/v3-ObservationValue
ObservationValue,_AllergyTestValue,AllergyTestValue,"Indicates the result of a particular allergy test. E.g. Negative, Mild, Moderate, Severe",http://terminology.hl7.org/CodeSystem/v3-ObservationValue
ObservationValue,_CompositeMeasureScoring,CompositeMeasureScoring,Observation values that communicate the method used in a quality measure to combine the component measure results included in an composite measure.,http://terminology.hl7.org/CodeSystem/v3-ObservationValue
ObservationValue,_CoverageLimitObservationValue,CoverageLimitObservationValue,"**Description:**Coded observation values for coverage limitations, for e.g., types of claims or types of parties covered under a policy or program.",http://terminology.hl7.org/CodeSystem/v3-ObservationValue
ObservationValue,_CriticalityObservationValue,CriticalityObservationValue,"A clinical judgment as to the worst case result of a future exposure (including substance administration). When the worst case result is assessed to have a life-threatening or organ system threatening potential, it is considered to be of high criticality.",http://terminology.hl7.org/CodeSystem/v3-ObservationValue
ObservationValue,_EmploymentStatus,_EmploymentStatus,Concepts representing whether a person does or does not currently have a job or is not currently in the labor pool seeking employment.,http://terminology.hl7.org/CodeSystem/v3-ObservationValue
ObservationValue,_GeneticObservationValue,GeneticObservationValue,"**Description:** The domain contains genetic analysis specific observation values, e.g. Homozygote, Heterozygote, etc.",http://terminology.hl7.org/CodeSystem/v3-ObservationValue
ObservationValue,_MeasurementImprovementNotation,Measurement Improvement Notation,Observation values that indicate what change in a measurement value or score is indicative of an improvement in the measured item or scored issue.,http://terminology.hl7.org/CodeSystem/v3-ObservationValue
ObservationValue,_ObservationMeasureScoring,ObservationMeasureScoring,"Observation values used to indicate the type of scoring (e.g. proportion, ratio) used by a health quality measure.",http://terminology.hl7.org/CodeSystem/v3-ObservationValue
ObservationValue,_ObservationMeasureType,ObservationMeasureType,Observation values used to indicate what kind of health quality measure is used.,http://terminology.hl7.org/CodeSystem/v3-ObservationValue
ObservationValue,_ObservationPopulationInclusion,ObservationPopulationInclusion,Observation values used to assert various populations that a subject falls into.,http://terminology.hl7.org/CodeSystem/v3-ObservationValue
ObservationValue,_PartialCompletionScale,PartialCompletionScale,,http://terminology.hl7.org/CodeSystem/v3-ObservationValue
ObservationValue,_SecurityObservationValue,SecurityObservationValue,Observation values used to indicate security observation metadata.,http://terminology.hl7.org/CodeSystem/v3-ObservationValue
ObservationValue,_SeverityObservation,SeverityObservation,Potential values for observations of severity.,http://terminology.hl7.org/CodeSystem/v3-ObservationValue
ObservationValue,_SubjectBodyPosition,_SubjectBodyPosition,"Contains codes for defining the observed, physical position of a subject, such as during an observation, assessment, collection of a specimen, etc. ECG waveforms and vital signs, such as blood pressure, are two examples where a general, observed position typically needs to be noted.",http://terminology.hl7.org/CodeSystem/v3-ObservationValue
